id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,zscore
27314650,"Spacious room w/attached bath, center of Flushing",205745676,Liqin,Queens,Flushing,40.75897,-73.82011,Private room,1.9777236052888478,1,30,2019-07-07,2.66,9,353,-0.5644587858965999
27315942,The converted one bedroom turned into a suite.,205813359,Ivin,Manhattan,Harlem,40.82469,-73.94176,Entire home/apt,2.0791812460476247,2,25,2019-06-26,2.43,1,180,0.30355657150146675
27322746,"Lovely bright eclectic 2BR, perfect for couple!",23773099,Elias,Brooklyn,Fort Greene,40.68462,-73.96908,Entire home/apt,2.041392685158225,225,0,,,1,365,-0.04364957145775991
27329585,1BR trendy Bushwick apt & minutes from Manhattan!,205930301,Robert,Brooklyn,Bushwick,40.693,-73.91078,Entire home/apt,1.99563519459755,1,79,2019-06-24,7.18,1,173,-0.42557632871290924
27333008,Delacroix’s Studio,18884557,A-B,Manhattan,West Village,40.73494,-74.00463,Entire home/apt,2.1760912590556813,30,1,2019-06-20,1.0,1,86,1.3451750003791467
27333579,Chelsea Apartment,205969507,Chelsea,Manhattan,Chelsea,40.75313,-74.00235,Private room,2.0791812460476247,1,4,2019-05-24,0.56,1,5,0.30355657150146675
27334857,Apartment at Queens Landmark,177825782,Ada,Queens,Jackson Heights,40.75212,-73.88248,Private room,1.9030899869919435,4,3,2018-10-11,0.3,2,175,-1.08526800033544
27336613,Cozy Loft Apartment in Bushwick,74678395,Gabriela,Brooklyn,Bushwick,40.70624,-73.9177,Entire home/apt,2.113943352306837,5,14,2019-06-30,1.24,1,305,0.6507627144606934
27338569,Private room & bath.Near subway Luxe @ great price,59880594,Margaret,Manhattan,East Harlem,40.79832,-73.9398,Private room,1.9912260756924949,2,18,2019-06-25,1.86,1,209,-0.46029694300883195
27341015,"Bright, Comfy, Conveniently Located Brooklyn Apt.",133298502,Dalila,Brooklyn,Flatbush,40.6498,-73.95592,Private room,2.0,1,0,,,1,0,-0.3908557144169866
27343189,Jay's Studio Apartment,204036615,Jehan,Bronx,Allerton,40.87015,-73.85582,Entire home/apt,1.8750612633917,4,35,2019-07-01,3.13,1,169,-1.2588710718150533
27351337,Studio sanctuary in Park Slope Brooklyn,10849252,Leslie,Brooklyn,Park Slope,40.6726,-73.98195,Entire home/apt,2.113943352306837,2,24,2019-07-01,3.27,1,2,0.6507627144606934
27351442,Room in cute East Village apartment w/ city views,4901731,Joachim,Manhattan,East Village,40.72875,-73.98443,Private room,1.9912260756924949,2,15,2019-06-30,1.49,1,29,-0.46029694300883195
27357619,Private Room; Safe Building; All The Amenities,41287915,Larry,Brooklyn,Bushwick,40.69743,-73.92929,Private room,1.8750612633917,1,27,2019-06-30,2.45,1,29,-1.2588710718150533
27360252,"Modern, Private Bedroom with Patio and Roof Access",74323368,Joan,Manhattan,Harlem,40.81968,-73.9436,Private room,1.954242509439325,2,39,2019-07-02,3.42,1,29,-0.7380618573762132
27360936,"Enormous sun-drenched loft in Bed Stuy, Brooklyn",7210713,Andrew,Brooklyn,Bedford-Stuyvesant,40.69519,-73.95465,Entire home/apt,2.1760912590556813,2,12,2019-07-06,1.09,1,0,1.3451750003791467
27364187,Spacious room in Williamsburg with a yard!,9880191,Patty,Brooklyn,Williamsburg,40.71353,-73.94162,Private room,2.0969100130080562,1,4,2018-10-15,0.39,2,8,0.4771596429810801
27365033,Large Room In Prestigious Neighborhood Of SI,18404082,Alexander,Staten Island,Grymes Hill,40.6157,-74.0985,Private room,1.9493900066449128,1,1,2018-11-04,0.12,1,65,-0.772782471672136
27365650,private bedroom in East Village Apartment,206227910,Maria,Manhattan,East Village,40.72239,-73.9821,Private room,1.9030899869919435,3,23,2019-07-02,2.09,1,9,-1.08526800033544
27366041,Sham’s home,80543188,Shamira,Bronx,Fordham,40.86299,-73.89088,Private room,1.8750612633917,2,14,2019-05-01,1.26,1,210,-1.2588710718150533
27366228,Modern  Studio in East Flatbush,59808986,Elen,Brooklyn,East Flatbush,40.64933,-73.94539,Entire home/apt,2.041392685158225,1,57,2019-06-10,5.06,3,223,-0.04364957145775991
27366401,Spacious Apartment in the center of Park Slope,195704869,Mauro,Brooklyn,South Slope,40.66793,-73.98934,Entire home/apt,2.1760912590556813,3,22,2019-07-07,2.18,1,144,1.3451750003791467
27366783,Luxury Waterfront Condo with views (and pool!),6584607,Henry,Brooklyn,Williamsburg,40.71784,-73.96363,Private room,1.954242509439325,1,18,2019-05-31,1.62,2,9,-0.7380618573762132
27367243,Sonder | 116 John | Private Studio + Gym,12243051,Sonder,Manhattan,Financial District,40.70852,-74.00525,Entire home/apt,2.0969100130080562,29,0,,,96,345,0.4771596429810801
27373599,Perfect pad nested in best spot in bk,10606156,Eric,Brooklyn,Greenpoint,40.7244,-73.95435,Entire home/apt,1.8750612633917,4,0,,,2,177,-1.2588710718150533
27375052,Super clean! 2 Bedrooms in Bensonhurst -Sleeps 8,206313609,Lily,Brooklyn,Bensonhurst,40.60557,-73.99799,Entire home/apt,2.089905111439398,2,27,2019-06-25,2.57,2,128,0.4077184143892348
27375467,Fashion Of The City: Apartment in TIMES SQUARE NYC,9738823,Sam,Manhattan,Hell's Kitchen,40.76335,-73.98737,Private room,2.1760912590556813,2,41,2019-06-16,4.17,1,67,1.3451750003791467
27387286,"Modern 1 bedroom with office, 2 minutes to R Train",84683441,Brian,Brooklyn,Sunset Park,40.65945,-73.99383,Entire home/apt,2.0,2,12,2019-07-01,1.08,1,2,-0.3908557144169866
27388568,Casa Finca Sanctuary Duplex w/ Private Garden,895135,Suanny,Brooklyn,Williamsburg,40.70732,-73.94536,Private room,2.113943352306837,3,12,2019-07-02,1.08,3,90,0.6507627144606934
27389647,Master Bed/Bath near Lincoln Center in high-rise,119531605,Nicole,Manhattan,Upper West Side,40.7737,-73.99027,Private room,1.99563519459755,1,7,2018-08-31,0.61,1,0,-0.42557632871290924
27389854,Queens Apartment,206400943,Homemattie,Queens,Richmond Hill,40.69103,-73.83407,Entire home/apt,2.1760912590556813,3,6,2019-06-25,0.55,1,162,1.3451750003791467
27391206,PERFECT STUDIO FOR 2 EAST 60th ST,200380610,Pranjal,Manhattan,Upper East Side,40.75969,-73.96071,Entire home/apt,2.1760912590556813,30,0,,,65,364,1.3451750003791467
27393400,Sonder | 116 John | Dashing Studio + Gym,12243051,Sonder,Manhattan,Financial District,40.70856,-74.00659,Entire home/apt,2.130333768495006,29,0,,,96,332,0.8243657859403067
27394897,Renovated 1 Bedroom apt in Bensonhurst- Sleeps 4,206313609,Lily,Brooklyn,Bensonhurst,40.60569,-73.99823,Entire home/apt,2.0530784434834195,3,24,2019-06-18,2.22,2,96,0.06051227143000809
27395171,Cozy room w/attached bath in center of Flushing,205745676,Liqin,Queens,Flushing,40.75902,-73.82099,Private room,1.9030899869919435,1,30,2019-06-21,2.69,9,189,-1.08526800033544
27398613,CLEAN SAFE apart near NYU/East Village,206482566,Sarah,Manhattan,Stuyvesant Town,40.73182,-73.98158,Private room,2.0,30,3,2018-08-23,0.28,2,0,-0.3908557144169866
27398972,"Room in beautiful, well-lit Brooklyn Brownstone",2685910,Alison,Brooklyn,Bedford-Stuyvesant,40.68707,-73.95482,Private room,2.0,2,0,,,1,0,-0.3908557144169866
27401585,Relaxing Ridgewood Apartment,2420988,Erin,Queens,Ridgewood,40.70804,-73.89747,Entire home/apt,2.0211892990699383,7,2,2019-01-01,0.22,1,93,-0.21725264293737326
27403622,Charming exposed brick bedroom in the heart of LES,52050220,Brooke,Manhattan,Lower East Side,40.71873,-73.98553,Private room,2.0,1,4,2018-09-21,0.36,2,0,-0.3908557144169866
27405246,"Private 2 Bdrm Apt, 1 Block to Subway",34755288,Toby,Bronx,Longwood,40.81872,-73.90014,Entire home/apt,1.8750612633917,7,0,,,1,0,-1.2588710718150533
27406558,Cozy home in friendly & hip Bushwick near subway,8245652,Cazzie,Brooklyn,Bushwick,40.69667,-73.90806,Entire home/apt,2.0791812460476247,2,6,2019-03-24,0.77,2,0,0.30355657150146675
27407257,Cozy 2 bedroom in Bedford Stuyvesant,33750239,Chao,Brooklyn,Bedford-Stuyvesant,40.68634,-73.93817,Entire home/apt,2.100370545117563,2,30,2019-06-18,2.88,2,35,0.5118802572770028
27407852,Room in Upper East Side-Central Park,180212824,Samet,Manhattan,Upper East Side,40.76529,-73.95771,Private room,1.99563519459755,1,18,2019-02-10,1.59,5,0,-0.42557632871290924
27409329,Most beautiful bedroom in Harlem,203982404,Maxime C/Armande C,Manhattan,East Harlem,40.80874,-73.94038,Private room,1.954242509439325,2,38,2019-06-25,3.4,6,178,-0.7380618573762132
27414303,Beautiful Apartment in Brooklyn Heights,206509509,Jasna,Brooklyn,Brooklyn Heights,40.6987,-73.99275,Entire home/apt,2.1903316981702914,1,12,2019-06-26,1.16,1,6,1.51877807185876
27420805,"Peaceful Retreat, One stop from Manhattan",718630,Sara,Queens,Long Island City,40.74583,-73.95363,Entire home/apt,2.1760912590556813,3,2,2019-04-21,0.32,1,3,1.3451750003791467
27422570,Peaceful loft,34643568,Dave,Manhattan,East Harlem,40.79232,-73.94156,Private room,1.9294189257142926,3,2,2019-05-06,0.79,6,90,-0.9116649288558266
27425371,Bright+Cozy Apartment w/ Balcony,14812962,Domitille,Brooklyn,Crown Heights,40.67321,-73.95386,Entire home/apt,1.968482948553935,5,3,2018-09-01,0.28,1,0,-0.6339000144884452
27426767,Signature-Manhattan-Studio,5699385,Eugene,Manhattan,Kips Bay,40.73932,-73.97764,Entire home/apt,2.146128035678238,5,13,2019-06-23,1.23,1,24,0.9979688574199201
27426797,George's Miraculous Studio,7183012,George,Manhattan,Kips Bay,40.73967,-73.98171,Entire home/apt,2.2041199826559246,10,2,2018-12-29,0.24,1,81,1.6923811433383735
27427289,Test Drive A Historic Brownstone in Brooklyn!,6456799,Cheryl,Brooklyn,Bedford-Stuyvesant,40.68726,-73.94176,Entire home/apt,2.0969100130080562,21,2,2019-05-09,0.65,1,250,0.4771596429810801
27427898,Private 2 Bd Guest House. Great for Quiet Getaway,34313176,Eddie,Queens,Rego Park,40.71662,-73.85971,Entire home/apt,2.146128035678238,2,11,2019-06-26,1.17,4,335,0.9979688574199201
27428046,Upper West Side Apartment,200834302,Harold & Rose,Manhattan,Harlem,40.80329,-73.957,Entire home/apt,2.100370545117563,4,34,2019-07-02,3.12,1,90,0.5118802572770028
27429817,Spacious paradise all by urself DT Flushing Mainst,161899037,Tony,Queens,Flushing,40.75676,-73.83288,Entire home/apt,2.2013971243204513,2,7,2019-07-01,2.44,7,67,1.6576605290424509
27430644,Bedroom Three (Master) in House Near JFK Airport,206714649,Cando,Queens,South Ozone Park,40.67261,-73.79675,Private room,1.99563519459755,1,49,2019-06-28,5.88,3,38,-0.42557632871290924
27435989,**Studio Apartment 20 min. From MANHATTAN **,206758830,Chris And Jocelyn,Queens,Middle Village,40.71775,-73.87488,Entire home/apt,1.9294189257142926,2,36,2019-06-09,3.4,1,290,-0.9116649288558266
27437662,New York Apartment,206774126,Brene,Manhattan,Harlem,40.82788,-73.93905,Entire home/apt,1.9294189257142926,15,0,,,1,0,-0.9116649288558266
27453970,Manhattan - Master Room - 1mn Metro - Central Park,57002433,Lucile,Manhattan,East Harlem,40.79713,-73.941,Private room,1.9030899869919435,1,25,2019-07-02,2.25,2,0,-1.08526800033544
27454691,Myrtle the Turtle Room,32346001,Michael,Brooklyn,Bushwick,40.69854,-73.92373,Private room,2.0253058652647704,1,2,2018-10-25,0.22,2,5,-0.18253202864145057
27455308,SHORT LAYOVER/Weekend GETAWAY FOR 2 Cozy Studio,206889476,Shondel,Queens,Jamaica,40.68078,-73.79492,Entire home/apt,1.8750612633917,1,63,2019-07-05,6.1,1,61,-1.2588710718150533
27455707,Spacious Apartment in Astoria,243321,Richard,Queens,Long Island City,40.76398,-73.92969,Entire home/apt,2.1760912590556813,3,0,,,1,0,1.3451750003791467
27457583,"Spacious 2 bdrm -1 block to train, 12 mins to city",201203968,William,Brooklyn,Williamsburg,40.71283,-73.94157,Entire home/apt,2.2041199826559246,2,59,2019-06-19,5.46,2,23,1.6923811433383735
27460411,"Breathtaking views in this unique, brand new apt",894516,Lev,Queens,Astoria,40.77198,-73.92206,Entire home/apt,2.0791812460476247,3,23,2019-06-10,2.1,1,16,0.30355657150146675
27462003,Great Room in Manhattan,184398500,Ernesto,Manhattan,East Harlem,40.80026,-73.94398,Private room,1.8750612633917,1,2,2018-10-07,0.19,1,0,-1.2588710718150533
27465935,Cozy Bushwick Apartment,105983342,Isobel,Brooklyn,Bushwick,40.68863,-73.90638,Entire home/apt,2.0,1,1,2018-08-27,0.09,1,0,-0.3908557144169866
27466647,Le Bain,6485,Saeko,Brooklyn,Bedford-Stuyvesant,40.6813,-73.93304,Entire home/apt,2.1760912590556813,5,4,2019-05-09,0.47,1,160,1.3451750003791467
27468323,*Cozy Room in Manhattan with Private Living Room*,207003851,Carlos Ivan,Manhattan,East Harlem,40.79917,-73.93716,Private room,2.0453229787866576,3,9,2018-11-29,0.88,1,3,-0.008928957161837246
27468927,Bright and Modern Luxury Master Room,206778021,Vanessa,Manhattan,Harlem,40.82287,-73.95394,Private room,2.1760912590556813,2,26,2019-07-06,2.34,2,55,1.3451750003791467
27469022,Quaint Apartment in East Harlem,207010341,Maria,Manhattan,East Harlem,40.79578,-73.93398,Entire home/apt,2.161368002234975,5,2,2018-09-03,0.18,2,1,1.1715719288995334
27470676,Country Living Magazine's Inn of the Month!,56283770,Lia,Manhattan,Upper East Side,40.76389,-73.96808,Entire home/apt,2.130333768495006,30,0,,,6,178,0.8243657859403067
27471155,1 bed entire apartment Williamsburg,202869636,James,Brooklyn,Williamsburg,40.71832,-73.95566,Entire home/apt,2.1760912590556813,4,7,2019-05-17,0.63,1,5,1.3451750003791467
27477710,Two bedroom apt w/parking 10mins to LGA & Flushing,157337532,Henry,Queens,College Point,40.77859,-73.84323,Entire home/apt,2.0,1,62,2019-07-07,6.0,2,77,-0.3908557144169866
27478943,Peaceful Living,132536008,Sarah,Queens,Springfield Gardens,40.6609,-73.75633,Entire home/apt,2.0,2,4,2019-06-30,1.82,1,178,-0.3908557144169866
27480436,"Luxury penthouse with stunning views, very quiet",52676179,Kathy,Manhattan,Hell's Kitchen,40.76213,-74.00126,Entire home/apt,2.1583624920952498,2,2,2019-01-03,0.18,1,0,1.1368513146036108
27482124,"Large, Bright Studio for Rent",20398684,Heather,Manhattan,Midtown,40.75135,-73.97197,Entire home/apt,2.0791812460476247,2,6,2019-04-15,0.62,1,0,0.30355657150146675
27482592,"Cute, clean and sunny one bedroom with character",52644225,Alex And Tatiana,Queens,Sunnyside,40.74245,-73.92587,Entire home/apt,1.8864907251724818,2,3,2018-09-10,0.29,1,0,-1.189429843223208
27484611,Apartment in Tribeca with huge private terrace,64971854,Ana Sophia,Manhattan,Tribeca,40.71793,-74.00594,Entire home/apt,2.2041199826559246,1,8,2019-04-21,0.73,1,0,1.6923811433383735
27487078,Private Suite,1353336,Dennis,Queens,Astoria,40.75759,-73.91703,Private room,1.954242509439325,5,1,2018-09-29,0.11,1,69,-0.7380618573762132
27488806,Aesthetically Designed Modern Private Room,206778021,Vanessa,Manhattan,Harlem,40.82221,-73.95606,Private room,2.1760912590556813,2,24,2019-06-21,2.38,2,47,1.3451750003791467
27489188,Nice Apartment in Gramercy Park,27336207,Juan Eduardo,Manhattan,Gramercy,40.73569,-73.98097,Entire home/apt,2.2041199826559246,3,6,2019-05-19,0.56,2,0,1.6923811433383735
27489247,MASSIVE Studio Space,12841127,Savannah,Manhattan,East Harlem,40.7895,-73.94827,Entire home/apt,2.1072099696478683,90,8,2019-01-02,0.71,1,0,0.5813214858688481
27491339,Comfortable Duplex Studio with Balcony! Near train,120643397,Rachel,Brooklyn,Midwood,40.62258,-73.97398,Entire home/apt,2.143014800254095,2,41,2019-07-07,3.7,1,62,0.9632482431239975
27491393,The Best apartment in Bayridge,207195903,Veronica,Brooklyn,Bay Ridge,40.6294,-74.02258,Entire home/apt,1.9030899869919435,3,39,2019-06-23,4.5,1,8,-1.08526800033544
27491566,Brooklyn Room with private rooftop,48018277,Alejandro,Brooklyn,Bedford-Stuyvesant,40.6922,-73.9415,Private room,1.9294189257142926,3,8,2019-06-30,0.77,2,63,-0.9116649288558266
27492039,Great Apt With Balcony and Steps To The Subway,166862866,Mariana,Brooklyn,Bedford-Stuyvesant,40.67712,-73.9226,Entire home/apt,2.1702617153949575,1,63,2019-07-07,5.61,1,82,1.2757337717873014
27492139,Sun drenched Artsy One Bedroom,206949054,Sandy,Brooklyn,East Flatbush,40.6648,-73.92672,Entire home/apt,2.060697840353612,1,15,2019-06-29,1.42,1,48,0.12995350002185344
27492179,Close to Manhattan Quiet Residential Area,207205519,Dimitri,Staten Island,Shore Acres,40.6075,-74.06679,Private room,2.0,3,0,,,1,90,-0.3908557144169866
27492304,Private Room in Quiet 2 Bedroom,207117606,Sylvia,Brooklyn,Windsor Terrace,40.65668,-73.97827,Private room,1.8750612633917,4,1,2018-11-14,0.13,1,82,-1.2588710718150533
27492948,"Sleek, modern apartment in trendy Bushwick",207216690,Elisa,Brooklyn,Bushwick,40.70098,-73.92135,Private room,1.8750612633917,1,37,2019-06-16,3.34,1,294,-1.2588710718150533
27494734,New York - Columbia/Harlem big Apartment,22896813,Jacqueline,Manhattan,Morningside Heights,40.81382,-73.95939,Private room,2.0,3,1,2018-08-12,0.09,1,0,-0.3908557144169866
27501755,"Spacious, Sunny 1-Bedroom By the Park",557166,Jonathan,Manhattan,Upper West Side,40.79287,-73.97333,Entire home/apt,2.1760912590556813,5,2,2018-09-01,0.18,1,0,1.3451750003791467
27502928,Sunny East Village Apt,25357997,Andrew,Manhattan,East Village,40.72691,-73.98423,Entire home/apt,2.173186268412274,2,1,2018-08-08,0.09,1,0,1.310454386083224
27505253,Private room with king sized bed in Brooklyn.,31378,Kristine,Brooklyn,Crown Heights,40.67194,-73.96208,Private room,2.0,1,12,2019-05-10,1.24,3,2,-0.3908557144169866
27506090,Private room by Time Square,140312311,Jimmy,Manhattan,Hell's Kitchen,40.75478,-73.99604,Private room,2.0,2,0,,,1,0,-0.3908557144169866
27506443,Modern loft in the best part of Bushwick.,52190465,Sobe,Brooklyn,Bushwick,40.70474,-73.9162,Entire home/apt,2.0,2,1,2018-08-14,0.09,1,0,-0.3908557144169866
27507137,Homey Harlem Studio,158088272,Connor,Manhattan,Harlem,40.81589,-73.93686,Entire home/apt,1.8808135922807914,3,1,2018-11-25,0.13,1,0,-1.2241504575191307
27507299,Sun-filled studio apt in Clinton Hill brownstone,1639484,Megan,Brooklyn,Prospect Heights,40.6814,-73.96584,Entire home/apt,1.9590413923210936,5,2,2019-05-16,0.21,1,0,-0.7033412430802906
27507912,Cozy Bushwick apartment in the heart of Brooklyn!,85281944,Evangelia,Brooklyn,Bushwick,40.69857,-73.9142,Entire home/apt,2.041392685158225,1,0,,,1,0,-0.04364957145775991
27508376,Modern Luxury Condo in the UES with Fitness Center,2093069,Jennyfer,Manhattan,East Harlem,40.79228,-73.94013,Entire home/apt,2.0253058652647704,2,8,2019-06-10,1.53,1,0,-0.18253202864145057
27509983,AMAZING LOCATION - BEAUTIFUL ROOM,6146050,Victoria,Brooklyn,Williamsburg,40.7135,-73.9583,Private room,1.9912260756924949,1,0,,,2,0,-0.46029694300883195
27511207,"One Private Bedroom - near Astoria, NY & LGA",106233552,Coco,Queens,East Elmhurst,40.7653,-73.86729,Private room,1.9493900066449128,3,0,,,2,23,-0.772782471672136
27517686,Luxury in classic brownstone. Oversized 1 bedroom.,3116204,Tala,Brooklyn,Bedford-Stuyvesant,40.68249,-73.93916,Entire home/apt,2.2174839442139063,5,25,2019-06-26,2.42,1,127,1.8659842148179868
27519196,Nice Bayside 1 bedroom Apartment,50909051,Miranda,Queens,Bayside,40.76731,-73.76288,Entire home/apt,2.060697840353612,1,6,2019-05-19,0.53,1,179,0.12995350002185344
27520341,"New condo in LES/China Town, elevator",55149412,Ha,Manhattan,Chinatown,40.71579,-73.99285,Private room,2.113943352306837,3,0,,,4,222,0.6507627144606934
27521990,Loft-style Bedroom in the heart of Bushwick,22550591,Foteinos,Brooklyn,Bushwick,40.70844,-73.92274,Private room,2.0,2,5,2018-10-31,0.52,1,0,-0.3908557144169866
27523125,★Private Guest Suite in a great location ★,40511430,Chris,Queens,Woodhaven,40.69783,-73.85221,Private room,1.845098040014257,2,53,2019-07-01,5.28,1,108,-1.4324741432946666
27523953,Brooklyn modern Apartment steps to the L train ;-),207582987,Roger,Brooklyn,Bushwick,40.68397,-73.9074,Entire home/apt,2.1398790864012365,2,62,2019-07-01,5.67,1,151,0.9285276288280748
27524608,Private Room in Stunning East Village Apartment,21858263,Lawrence,Manhattan,East Village,40.73047,-73.98048,Private room,1.919078092376074,2,0,,,1,0,-0.9811061574476719
27524646,"Double, Cozy Room only 20 min to NYC",130074377,Eliana,Queens,Ridgewood,40.70134,-73.909,Private room,1.9493900066449128,1,28,2019-07-06,2.6,2,212,-0.772782471672136
27524836,Quiet and cozy room in Clinton Hill,7098693,Neha,Brooklyn,Bedford-Stuyvesant,40.69073,-73.95965,Private room,1.8750612633917,3,0,,,1,0,-1.2588710718150533
27526504,"Beautiful, cozy, Penthouse Studio in Astoria/LIC",207573589,Cris,Queens,Astoria,40.77032,-73.92621,Entire home/apt,2.0969100130080562,1,18,2019-01-01,1.74,1,0,0.4771596429810801
27526619,Sonder | Hanover Square | Pristine 1BR + Rooftop,12243051,Sonder,Manhattan,Financial District,40.70514,-74.00914,Entire home/apt,2.2013971243204513,29,0,,,96,325,1.6576605290424509
27526727,"Stylish 1 bedroom, Upper East Side, E91st",92611851,Mariah,Manhattan,Upper East Side,40.78051,-73.94809,Entire home/apt,2.2041199826559246,1,17,2019-06-23,1.62,1,5,1.6923811433383735
27527118,Charming Chelsea Bedroom steps from Highline Park,1911615,Conley,Manhattan,Chelsea,40.74755,-74.00317,Private room,1.8864907251724818,1,4,2019-02-18,0.36,2,0,-1.189429843223208
27527902,Cozy 1 bedroom apartment in trendy Bushwick.,101144679,Jorge,Brooklyn,Bushwick,40.6944,-73.9242,Entire home/apt,1.954242509439325,3,26,2019-06-15,2.43,1,3,-0.7380618573762132
27528267,Amazing room & private en-suite bath in Brooklyn!,17518954,Rashmi,Brooklyn,Bedford-Stuyvesant,40.69038,-73.93101,Private room,1.8976270912904414,3,44,2019-07-01,4.06,1,91,-1.1199886146313627
27529458,Nolita One Bedroom with View,33389621,Maura,Manhattan,Little Italy,40.71843,-73.99817,Entire home/apt,2.093421685162235,2,5,2019-03-31,0.46,1,0,0.44243902868515744
27529655,Sweet room w/attached bath in center of Flushing.,205745676,Liqin,Queens,Flushing,40.75889,-73.82104,Private room,1.9493900066449128,1,39,2019-07-07,3.49,9,342,-0.772782471672136
27530069,Times Square  - JULY/AUG Special Price + Netflix,7129207,Nate,Manhattan,Hell's Kitchen,40.76337,-73.9873,Entire home/apt,2.2013971243204513,2,58,2019-07-02,5.21,1,124,1.6576605290424509
27531821,Beautiful Private Bedroom/Kitchen studioPark Slope,147638312,George,Brooklyn,Park Slope,40.67246,-73.97707,Private room,2.0969100130080562,5,7,2019-05-29,0.84,1,180,0.4771596429810801
27532758,"Sunny, Newly Renovated, Private Bushwick Room",192587955,Sania,Brooklyn,Bushwick,40.70276,-73.92899,Private room,1.845098040014257,1,1,2019-06-09,1.0,1,39,-1.4324741432946666
27538237,Grand Suite in Historic Brownstone,7136700,Michelle,Brooklyn,Crown Heights,40.67166,-73.94674,Entire home/apt,2.060697840353612,3,34,2019-07-03,4.43,4,249,0.12995350002185344
27542342,2 beautiful & bright bedrooms in a renovated apt.,35660592,Luis,Queens,Elmhurst,40.7335,-73.87571,Private room,2.173186268412274,2,5,2019-06-10,0.46,6,340,1.310454386083224
27542872,One Beautiful Sunny Bedroom with Amazing Views,162282607,Ayesha,Manhattan,Battery Park City,40.71728,-74.01511,Private room,2.0,1,5,2018-09-06,0.45,1,0,-0.3908557144169866
27543590,Manhattan Home Steps Away from Central Park!,104064206,Faateh,Manhattan,East Harlem,40.79574,-73.94684,Private room,1.9294189257142926,1,6,2018-10-08,0.55,1,0,-0.9116649288558266
27545221,Chinatown New York Apartment,58680528,David,Manhattan,Chinatown,40.71591,-73.99721,Entire home/apt,2.0969100130080562,30,39,2019-06-28,3.77,1,32,0.4771596429810801
27545876,"times sq 5 STAR quiet, stylish, safe, doorman bldg",207795404,Ros,Manhattan,Hell's Kitchen,40.75953,-73.98938,Entire home/apt,2.1789769472931693,6,22,2019-07-01,2.1,2,56,1.3798956146750694
27546086,"Beautiful, clean bedroom close to Central Park!",22318190,Jane,Manhattan,East Harlem,40.79657,-73.94932,Private room,1.954242509439325,4,9,2019-04-24,0.82,1,13,-0.7380618573762132
27547687,Queens Apartment Private Room,177825782,Ada,Queens,Jackson Heights,40.75047,-73.88216,Private room,1.9493900066449128,4,2,2019-05-26,0.33,2,175,-0.772782471672136
27549021,AWESOME MODERN ROOM IN CHARMING AREA+ SWEET ROOF C,29650513,Katie Graham,Brooklyn,Clinton Hill,40.69473,-73.96165,Private room,1.954242509439325,30,1,2019-03-01,0.23,6,281,-0.7380618573762132
27551182,Big Lofty Apartment with Beautiful Rooftop,14727039,Alexandra,Brooklyn,Williamsburg,40.71684,-73.94565,Private room,2.2174839442139063,3,0,,,1,89,1.8659842148179868
27551227,Private Room+Bathroom in DUMBO in luxury building,34161028,Agnese,Brooklyn,Vinegar Hill,40.69949,-73.98319,Private room,2.0644579892269186,3,2,2019-05-17,0.32,3,16,0.1646741143177761
27551268,Studio Gem in Heart of Manhattan (Chelsea),2058584,Andrei,Manhattan,Chelsea,40.74554,-74.00595,Entire home/apt,2.1760912590556813,2,7,2019-07-07,0.82,1,3,1.3451750003791467
27551436,Eco Chic Bedroom in Amazing Neighborhood,87757867,Gennaro,Brooklyn,Cobble Hill,40.68517,-73.99545,Private room,1.9030899869919435,7,54,2019-06-30,4.98,2,311,-1.08526800033544
27551517,"Clean & Sunny room in UES, Doorman+Sunroof+GYM",7186760,Dafna Irit,Manhattan,Upper East Side,40.77742,-73.94687,Private room,1.845098040014257,7,1,2018-10-15,0.11,2,33,-1.4324741432946666
27552471,Best Brighton Beach welcoming for your stay!,25899890,Youssef,Brooklyn,Brighton Beach,40.57762,-73.96051,Entire home/apt,1.99563519459755,2,2,2018-09-16,0.19,1,0,-0.42557632871290924
27552582,Studio in the Heart of East Village,30680112,Danielle,Manhattan,East Village,40.72951,-73.98576,Entire home/apt,2.0791812460476247,2,0,,,1,39,0.30355657150146675
27552717,Spacious Flat in the Heart of Greenwich Village,9060287,Priya,Manhattan,Greenwich Village,40.73021,-74.00091,Private room,2.0453229787866576,3,7,2018-10-22,0.63,1,0,-0.008928957161837246
27554578,Williamsburg Loft Private Bedroom,23635330,Marissa,Brooklyn,Williamsburg,40.71547,-73.94686,Private room,2.0969100130080562,2,3,2018-09-13,0.27,1,54,0.4771596429810801
27557322,Large sun drenched queen bedroom in Brooklyn Loft,3662122,Tina,Brooklyn,Bushwick,40.70881,-73.92084,Private room,2.0,3,29,2019-06-18,3.19,3,31,-0.3908557144169866
27559416,Charming Carnegie Hill Bedroom,21003949,Theodore,Manhattan,East Harlem,40.78899,-73.95204,Private room,2.1760912590556813,1,5,2018-11-03,0.48,1,83,1.3451750003791467
27567455,Best Apartment in Bay Ridge,4232014,Izzie,Brooklyn,Bay Ridge,40.63348,-74.03088,Entire home/apt,2.0,2,8,2019-07-07,0.76,1,46,-0.3908557144169866
