location,size,total_sqft,bath,price,bhk,price_per_sqft,zscore
Hulimavu,2 BHK,1021.0,2.0,76.0,2,7443,0.2699689303068061
Kalena Agrahara,2 BHK,1222.0,2.0,48.0,2,3927,-0.7341057519467502
Hennur Road,3 BHK,1981.0,3.0,134.0,3,6764,0.0760648605541995
Yelachenahalli,2 BHK,1103.0,2.0,55.0,2,4986,-0.4316839406536569
other,2 BHK,1201.0,2.0,65.0,2,5412,-0.31002984092669017
Sarjapur  Road,2 BHK,970.0,2.0,36.0,2,3711,-0.7957895208223953
Sarjapur,2 BHK,920.0,2.0,33.0,2,3586,-0.8314861463291344
Yeshwanthpur,3 BHK,1520.0,3.0,85.0,3,5592,-0.2586267001969859
other,3 Bedroom,675.0,3.0,75.0,3,11111,1.317450709176557
Sonnenahalli,3 BHK,1268.0,2.0,75.0,3,5914,-0.1666721928916261
other,1 BHK,660.0,1.0,30.0,1,4545,-0.5576216354414323
Harlur,3 BHK,1755.0,3.0,115.0,3,6552,0.015523383694770061
Hoskote,2 BHK,945.0,2.0,35.0,2,3703,-0.7980741048548267
8th Phase JP Nagar,1 BHK,500.0,1.0,33.0,1,6600,0.02923088788935786
Harlur,4 BHK,2820.0,4.0,153.5,4,5443,-0.3011770778010189
Bommenahalli,4 Bedroom,1632.0,3.0,140.0,4,8578,0.5940942899079967
Rachenahalli,2 BHK,1167.0,2.0,37.5,2,3213,-0.9380048768412438
Domlur,2 BHK,1276.0,2.0,80.0,2,6269,-0.06529377645248717
Thanisandra,2 BHK,1234.0,2.0,51.0,2,4132,-0.6755632861156982
Lakshminarayana Pura,2 BHK,1180.0,2.0,75.0,2,6355,-0.0407344981038507
ISRO Layout,3 BHK,1370.0,2.0,87.0,3,6350,-0.042162363124120264
Electronic City,3 Bedroom,1400.0,3.0,90.0,3,6428,-0.01988766880791509
Whitefield,5 Bedroom,1500.0,6.0,155.0,5,10333,1.0952749120226133
other,2 Bedroom,1050.0,2.0,40.0,2,3809,-0.7678033664251119
Ramagondanahalli,2 BHK,1251.0,2.0,46.0,2,3677,-0.8054990029602284
Yeshwanthpur,3 BHK,1677.0,3.0,92.13,3,5493,-0.2868984275983233
Sarjapur  Road,2 BHK,1346.0,2.0,67.38,2,5005,-0.42625805357663255
Electronic City Phase II,2 BHK,1090.0,2.0,31.48,2,2888,-1.0308161031587653
Kanakapura,3 BHK,1290.0,2.0,51.1,3,3961,-0.7243962698089172
Sarjapur  Road,3 BHK,1881.0,3.0,145.0,3,7708,0.3456457763810929
Garudachar Palya,2 BHK,1150.0,2.0,52.0,2,4521,-0.5644753875387262
Sarjapur,3 Bedroom,2690.0,3.0,295.0,3,10966,1.2760426235887399
Kanakpura Road,3 BHK,1200.0,2.0,42.0,3,3500,-0.8560454246777709
other,3 BHK,2735.0,4.0,340.0,3,12431,1.6944070745277215
other,2 BHK,950.0,2.0,65.0,2,6842,0.09833955487040469
Bommasandra Industrial Area,3 BHK,1491.0,3.0,40.5,3,2716,-1.0799346598560382
Ramamurthy Nagar,2 BHK,1050.0,2.0,51.66,2,4920,-0.4505317589212151
Hoodi,3 BHK,1660.0,3.0,131.0,3,7891,0.3979056361229589
Nagavarapalya,2 BHK,1134.0,2.0,55.0,2,4850,-0.470521869204989
Hebbal,2 BHK,1100.0,2.0,60.0,2,5454,-0.29803577475642584
Magadi Road,4 Bedroom,800.0,4.0,60.0,4,7500,0.2862465915378791
Anekal,2 Bedroom,1200.0,2.0,36.1,2,3008,-0.9965473426722958
other,3 Bedroom,980.0,3.0,80.0,3,8163,0.4755814932256231
other,2 BHK,1080.0,2.0,37.8,2,3499,-0.8563309976818247
CV Raman Nagar,1 BHK,705.0,2.0,50.0,1,7092,0.16973280588388281
other,3 BHK,1200.0,2.0,35.0,3,2916,-1.0228200590452559
Anandapura,2 BHK,1200.0,2.0,50.0,2,4166,-0.6658538039778651
Talaghattapura,3 BHK,1804.0,3.0,127.0,3,7039,0.15459743666902545
other,2 BHK,750.0,2.0,20.0,2,2666,-1.094213310058734
other,2 BHK,420.0,1.0,25.0,2,5952,-0.15582041873757743
Malleshwaram,4 BHK,2800.0,4.0,252.0,4,9000,0.7146060976187478
Battarahalli,2 BHK,1090.0,2.0,38.37,2,3520,-0.8503339645966926
Electronic City,3 BHK,1287.0,3.0,55.0,3,4273,-0.6352974925440965
Thigalarapalya,3 BHK,2215.0,4.0,157.0,3,7088,0.16859051386766716
Kadubeesanahalli,4 Bedroom,2800.0,4.0,375.0,4,13392,1.9688427314235315
Sarjapur  Road,2 BHK,1045.0,2.0,42.15,2,4033,-0.7038350135170355
Hormavu,2 BHK,1263.0,2.0,47.36,2,3749,-0.7849377466683466
Whitefield,3 BHK,1431.0,3.0,85.0,3,5939,-0.15953286779027828
Dommasandra,2 BHK,999.0,2.0,32.9,2,3293,-0.9151590365169308
Vittasandra,3 BHK,1650.0,3.0,85.5,3,5181,-0.375997204863144
other,3 BHK,1535.0,3.0,72.0,3,4690,-0.516213549853615
Marathahalli,4 BHK,2524.0,5.0,180.0,4,7131,0.1808701530419854
Kanakpura Road,3 BHK,1300.0,3.0,69.0,3,5307,-0.340015006352351
7th Phase JP Nagar,3 BHK,2095.0,3.0,150.0,3,7159,0.18886619715549494
Yelahanka New Town,1 BHK,284.0,1.0,8.0,1,2816,-1.051377359450647
Ananth Nagar,1 BHK,500.0,1.0,14.0,1,2800,-1.0559465275155095
other,2 BHK,1265.0,2.0,68.0,2,5375,-0.32059604207668496
Kudlu Gate,2 BHK,1215.0,2.0,44.96,2,3700,-0.7989308238669883
Yelahanka New Town,2 Bedroom,2200.0,2.0,180.0,2,8181,0.4807218072985935
Electronics City Phase 1,2 BHK,1028.0,2.0,51.0,2,4961,-0.4388232657550047
Hegde Nagar,3 BHK,1835.0,2.0,92.0,3,5013,-0.4239734695442013
Munnekollal,3 BHK,1800.0,3.0,65.0,3,3611,-0.8243468212277866
1st Phase JP Nagar,3 BHK,2077.0,3.0,175.0,3,8425,0.5504016202877482
Sarjapur  Road,4 Bedroom,2880.0,3.0,211.0,4,7326,0.2365568888324983
Dasanapura,2 BHK,708.0,2.0,31.15,2,4399,-0.5993152940333035
Basavangudi,2 BHK,1200.0,2.0,120.0,2,10000,1.0001791016726602
Hosakerehalli,2 BHK,925.0,2.0,46.25,2,5000,-0.42768591859690214
Bannerghatta Road,3 Bedroom,2826.0,3.0,148.0,3,5237,-0.3600051166361249
Kanakpura Road,1 BHK,458.0,1.0,33.66,1,7349,0.24312506792573832
other,4 Bedroom,3500.0,4.0,150.0,4,4285,-0.6318706164954495
other,4 Bedroom,5400.0,4.0,250.0,4,4629,-0.5336335031009036
Amruthahalli,3 BHK,1450.0,2.0,90.0,3,6206,-0.08328487570788366
Kasavanhalli,2 BHK,1100.0,2.0,65.0,2,5909,-0.16810005791189567
Kadubeesanahalli,2 BHK,1185.0,2.0,55.0,2,4641,-0.5302066270522567
9th Phase JP Nagar,4 Bedroom,1900.0,4.0,80.0,4,4210,-0.653288591799493
TC Palaya,2 Bedroom,1200.0,2.0,70.0,2,5833,-0.189803606219993
other,1 BHK,660.0,1.0,35.0,1,5303,-0.3411572983685666
Ambedkar Nagar,3 BHK,1920.0,4.0,121.0,3,6302,-0.055869867318708064
Jalahalli,2 Bedroom,1200.0,2.0,130.0,2,10833,1.2380614140495694
1st Phase JP Nagar,4 BHK,4550.0,2.0,240.0,4,5274,-0.3494389154861301
Bhoganhalli,2 BHK,1205.0,2.0,68.32,2,5669,-0.23663757888483467
Haralur Road,2 BHK,1200.0,2.0,46.0,2,3833,-0.760949614327818
Akshaya Nagar,3 BHK,1421.0,2.0,73.0,3,5137,-0.3885624170415161
6th Phase JP Nagar,3 BHK,1250.0,3.0,48.9,3,3912,-0.7383893470075589
Whitefield,1 BHK,524.0,1.0,29.0,1,5534,-0.27518993443211287
HSR Layout,5 Bedroom,4200.0,5.0,245.0,5,5833,-0.189803606219993
Thubarahalli,3 BHK,1540.0,3.0,90.0,3,5844,-0.18666230317539997
Sarjapur  Road,2 BHK,984.0,2.0,45.91,2,4665,-0.5233528749549629
Rachenahalli,2 BHK,985.0,2.0,50.17,2,5093,-0.40112762921988826
Whitefield,4 BHK,2830.0,4.0,161.0,4,5689,-0.2309261188037564
other,2 BHK,1140.0,2.0,60.0,2,5263,-0.35258021853072313
5th Block Hbr Layout,5 Bedroom,3600.0,5.0,130.0,5,3611,-0.8243468212277866
Begur Road,3 BHK,1410.0,2.0,44.42,3,3150,-0.9559959760966402
Raja Rajeshwari Nagar,3 BHK,1700.0,2.0,86.0,3,5058,-0.4111226843617752
Devanahalli,2 BHK,1360.0,2.0,62.425,2,4590,-0.5447708502590063
Dasarahalli,2 BHK,1333.0,2.0,86.65,2,6500,0.0006735874839666109
Electronic City,2 BHK,1258.0,2.0,85.5,2,6796,0.0852031966839247
other,3 BHK,1458.0,2.0,87.0,3,5967,-0.15153682367676874
Electronic City,2 BHK,1386.0,2.0,85.0,2,6132,-0.10441727800787319
Electronic City Phase II,2 BHK,1140.0,2.0,32.92,2,2887,-1.0311016761628191
Electronic City,1 RK,550.0,1.0,27.0,1,4909,-0.45367306196580814
Lakshminarayana Pura,2 BHK,1200.0,2.0,83.0,2,6916,0.1194719571703942
other,2 BHK,1081.0,2.0,39.0,2,3607,-0.8254891132440022
Whitefield,4 BHK,2135.0,3.0,149.0,4,6978,0.13717748342173677
Whitefield,4 Bedroom,2500.0,4.0,100.0,4,4000,-0.7132589226508146
other,2 BHK,1178.0,2.0,80.0,2,6791,0.08377533166365514
Devarachikkanahalli,2 BHK,991.0,2.0,40.0,2,4036,-0.7029782945048738
Gottigere,3 BHK,1493.0,2.0,90.0,3,6028,-0.1341168704294801
Subramanyapura,3 BHK,2495.0,3.0,130.0,3,5210,-0.3677155877455805
Kammasandra,2 BHK,1080.0,2.0,31.99,2,2962,-1.0096837008587758
Dasanapura,2 BHK,814.0,2.0,53.0,2,6511,0.0038148905285596483
Electronic City,2 BHK,1025.0,2.0,50.0,2,4878,-0.46252582509147944
Bannerghatta Road,2 BHK,1115.0,2.0,61.0,2,5470,-0.29346660669156327
Whitefield,4 BHK,3075.0,2.0,188.0,4,6113,-0.10984316508489753
other,7 Bedroom,1900.0,3.0,162.0,7,8526,0.5792444936971933
Whitefield,3 BHK,1760.0,3.0,160.0,3,9090,0.7403076679835999
other,7 BHK,4000.0,8.0,150.0,7,3750,-0.7846521736642927
Marathahalli,4 Bedroom,3090.0,4.0,350.0,4,11326,1.3788489050481483
other,4 Bedroom,2700.0,4.0,295.0,4,10925,1.2643341304225293
other,2 BHK,1175.0,2.0,52.86,2,4498,-0.5710435666319662
Hebbal,4 BHK,4235.0,5.0,364.0,4,8595,0.5989490309769133
KR Puram,2 BHK,1100.0,2.0,45.0,2,4090,-0.6875573522859625
Banashankari,2 BHK,1450.0,2.0,50.75,2,3500,-0.8560454246777709
6th Phase JP Nagar,3 BHK,1810.0,3.0,131.0,3,7237,0.21114089147170012
other,3 BHK,1426.0,2.0,71.0,3,4978,-0.4339685246860882
Sector 7 HSR Layout,3 BHK,2400.0,2.0,195.0,3,8125,0.4647297190715744
Kalyan nagar,2 BHK,1100.0,2.0,70.0,2,6363,-0.0384499140714194
Electronic City Phase II,1 BHK,650.0,1.0,35.0,1,5384,-0.31802588504019974
Old Madras Road,3 BHK,1350.0,3.0,47.25,3,3500,-0.8560454246777709
Kaikondrahalli,2 BHK,900.0,2.0,27.0,2,3000,-0.9988319267047271
Billekahalli,2 BHK,1360.0,2.0,110.0,2,8088,0.45416351792157966
Yeshwanthpur,1 BHK,674.0,1.0,36.85,1,5467,-0.294323325703725
Whitefield,3 BHK,1655.0,3.0,110.0,3,6646,0.04236724607583783
other,2 Bedroom,1300.0,2.0,95.0,2,7307,0.231131001755474
other,1 BHK,936.0,1.0,53.0,1,5662,-0.23863658991321204
other,2 BHK,1277.0,2.0,92.0,2,7204,0.201716982337921
other,2 BHK,1200.0,2.0,54.0,2,4500,-0.5704724206238584
Hormavu,2 BHK,1015.0,2.0,39.08,2,3850,-0.7560948732589015
Budigere,2 BHK,1153.0,2.0,60.0,2,5203,-0.3697145987739579
Kengeri,2 BHK,1035.0,2.0,51.5,2,4975,-0.43482524369824993
KR Puram,5 BHK,3300.0,3.0,255.0,5,7727,0.35107166345811724
Uttarahalli,2 BHK,1150.0,2.0,46.0,2,4000,-0.7132589226508146
Malleshwaram,2 BHK,1020.0,2.0,80.0,2,7843,0.3841981319283711
Old Madras Road,4 BHK,3715.0,6.0,212.5,4,5720,-0.22207335567808514
8th Phase JP Nagar,2 BHK,1160.0,2.0,95.0,2,8189,0.4830063913310248
Bisuvanahalli,3 BHK,1075.0,2.0,31.0,3,2883,-1.032243968179035
Brookefield,2 BHK,1225.0,2.0,72.0,2,5877,-0.17723839404162087
other,2 Bedroom,1600.0,2.0,160.0,2,10000,1.0001791016726602
other,3 BHK,1350.0,3.0,60.0,3,4444,-0.5864645088508774
Kanakpura Road,3 BHK,1300.0,3.0,69.0,3,5307,-0.340015006352351
Channasandra,2 BHK,830.0,2.0,36.28,2,4371,-0.607311338146813
Hennur Road,2 BHK,1155.0,2.0,69.18,2,5989,-0.14525421758758267
Sarakki Nagar,4 BHK,3126.0,5.0,345.0,4,11036,1.2960327338725137
Jalahalli,2 BHK,905.0,2.0,55.0,2,6077,-0.12012379323083837
Vijayanagar,3 BHK,1375.0,2.0,75.0,3,5454,-0.29803577475642584
Electronic City,2 BHK,1140.0,2.0,33.84,2,2968,-1.0079702628344522
Hormavu,3 BHK,1550.0,2.0,60.0,3,3870,-0.7503834131778232
Kannamangala,2 BHK,957.0,2.0,55.0,2,5747,-0.21436288456862948
9th Phase JP Nagar,2 BHK,890.0,2.0,45.0,2,5056,-0.411693830369883
KR Puram,4 BHK,3000.0,4.0,235.0,4,7833,0.38134240188783197
Electronic City,2 BHK,1070.0,2.0,55.0,2,5140,-0.3877056980293544
other,5 Bedroom,2400.0,5.0,150.0,5,6250,-0.0707196635295115
Rachenahalli,2 BHK,925.0,2.0,37.0,2,4000,-0.7132589226508146
Kammasandra,2 BHK,1415.0,2.0,60.0,2,4240,-0.6447214016778756
Thanisandra,2 BHK,1225.0,2.0,37.0,2,3020,-0.9931204666236488
Hennur Road,4 Bedroom,2000.0,4.0,90.0,4,4500,-0.5704724206238584
Whitefield,1 BHK,840.0,1.0,57.0,1,6785,0.08206189363933167
Banashankari Stage III,9 Bedroom,1560.0,9.0,200.0,9,12820,1.8054949731046936
Thanisandra,3 BHK,1732.0,3.0,112.0,3,6466,-0.009035894653866413
Parappana Agrahara,1 Bedroom,1200.0,1.0,45.0,1,3750,-0.7846521736642927
Bhoganhalli,2 BHK,1260.0,2.0,69.9,2,5547,-0.27147748537941196
other,2 BHK,1092.0,2.0,49.0,2,4487,-0.5741848696765592
other,2 BHK,827.0,2.0,34.0,2,4111,-0.6815603192008304
Horamavu Banaswadi,2 BHK,1357.0,2.0,54.0,2,3979,-0.7192559557359468
Chamrajpet,2 BHK,650.0,1.0,40.0,2,6153,-0.09842024492274103
7th Phase JP Nagar,3 BHK,1370.0,2.0,54.79,3,3999,-0.7135444956548685
Whitefield,3 BHK,1725.0,3.0,106.0,3,6144,-0.10099040195922623
Jalahalli,2 BHK,1000.0,2.0,70.0,2,7000,0.14346008951092284
TC Palaya,1 Bedroom,1350.0,1.0,55.0,1,4074,-0.6921265203508251
7th Phase JP Nagar,4 Bedroom,3200.0,4.0,350.0,4,10937,1.2677610064711764
Bellandur,3 BHK,1717.0,3.0,110.0,3,6406,-0.026170274897101165
Kanakpura Road,2 BHK,700.0,2.0,34.0,2,4857,-0.4685228581766116
other,2 BHK,800.0,2.0,32.0,2,4000,-0.7132589226508146
Sonnenahalli,3 BHK,1415.0,2.0,65.0,3,4593,-0.5439141312468445
7th Phase JP Nagar,3 BHK,1976.0,3.0,145.0,3,7338,0.23998376488114528
Kambipura,2 BHK,883.0,2.0,37.01,2,4191,-0.6587144788765174
Yelahanka,1 BHK,700.0,1.0,38.0,1,5428,-0.3054606728618276
Sarjapur,3 BHK,1445.0,3.0,50.0,3,3460,-0.8674683448399274
Battarahalli,3 BHK,2082.0,3.0,104.0,3,4995,-0.4291137836171717
HSR Layout,2 BHK,1140.0,2.0,46.0,2,4035,-0.7032638675089277
Thanisandra,2 BHK,933.0,2.0,66.0,2,7073,0.16430691880685847
NRI Layout,4 Bedroom,800.0,5.0,95.5,4,11937,1.5533340105250888
Electronic City Phase II,2 BHK,1155.0,2.0,57.0,2,4935,-0.44624816386040644
Whitefield,2 BHK,1130.0,2.0,36.0,2,3185,-0.9460009209547533
Bannerghatta,2 BHK,1200.0,2.0,73.2,2,6100,-0.11355561413759839
other,2 BHK,1055.0,2.0,43.0,2,4075,-0.6918409473467712
Rajaji Nagar,3 BHK,1555.0,3.0,125.0,3,8038,0.439884867718884
Bellandur,3 BHK,1420.0,3.0,62.0,3,4366,-0.6087392031670826
Devanahalli,1 BHK,658.0,1.0,26.91,1,4089,-0.6878429252900164
Bhoganhalli,2 BHK,896.9,2.0,78.74,2,8779,0.6514944637228332
KR Puram,2 BHK,1035.0,2.0,40.0,2,3864,-0.7520968512021468
Whitefield,4 Bedroom,2064.0,5.0,225.0,4,10901,1.2574803783252355
other,3 BHK,1839.0,3.0,160.0,3,8700,0.6289341964025741
Begur Road,2 BHK,1200.0,2.0,44.0,2,3666,-0.8086403060048214
Yelahanka New Town,1 BHK,488.0,1.0,20.0,1,4098,-0.6852727682535312
other,5 Bedroom,2760.0,5.0,140.0,5,5072,-0.4071246623050204
other,2 BHK,993.0,2.0,42.0,2,4229,-0.6478627047224687
Hoodi,2 BHK,1225.0,2.0,45.0,2,3673,-0.806641294976444
TC Palaya,2 Bedroom,900.0,2.0,55.0,2,6111,-0.11041431109300534
Electronic City,9 Bedroom,1200.0,13.0,150.0,9,12500,1.7141116118074415
Sompura,2 BHK,825.0,2.0,32.0,2,3878,-0.7480988291453919
Bellandur,4 BHK,3596.0,4.0,359.0,4,9983,0.9953243606037439
Electronic City Phase II,3 BHK,1800.0,3.0,92.0,3,5111,-0.3959873151469178
other,2 BHK,925.0,2.0,100.0,2,10810,1.2314932349563295
Kanakpura Road,2 BHK,1167.0,2.0,63.0,2,5398,-0.3140278629834449
Sarjapur,2 BHK,1150.0,2.0,41.0,2,3565,-0.8374831794142665
other,1 BHK,650.0,1.0,50.0,1,7692,0.3410766083162303
Sarjapur  Road,1 BHK,675.0,1.0,27.0,1,4000,-0.7132589226508146
other,2 Bedroom,2260.0,3.0,90.0,2,3982,-0.718399236723785
other,1 BHK,720.0,1.0,32.39,1,4498,-0.5710435666319662
Whitefield,3 Bedroom,4800.0,4.0,600.0,3,12500,1.7141116118074415
Yelahanka New Town,2 BHK,1100.0,2.0,58.0,2,5272,-0.3500100614942379
other,2 BHK,550.0,1.0,20.0,2,3636,-0.8172074961264387
Uttarahalli,3 BHK,1330.0,2.0,58.0,3,4360,-0.6104526411914061
Koramangala,2 BHK,1320.0,2.0,160.0,2,12121,1.6058794432710086
Ulsoor,3 BHK,1685.0,4.0,185.0,3,10979,1.2797550726414406
other,6 BHK,2400.0,5.0,75.0,6,3125,-0.9631353011979881
Banashankari,3 BHK,1770.0,3.0,108.0,3,6101,-0.11327004113354447
Prithvi Layout,3 BHK,2100.0,3.0,125.0,3,5952,-0.15582041873757743
Pai Layout,2 BHK,1000.0,2.0,42.0,2,4200,-0.6561443218400321
Ramamurthy Nagar,4 Bedroom,2916.0,5.0,230.0,4,7887,0.39676334410674324
Kanakpura Road,3 BHK,1419.59,2.0,65.0,3,4578,-0.5481977263076532
Kodihalli,3 BHK,1400.0,3.0,81.0,3,5785,-0.2035111104145808
Horamavu Agara,2 BHK,750.0,2.0,37.49,2,4998,-0.42825706460500995
Bannerghatta,2 BHK,1070.0,2.0,87.0,2,8130,0.466157584091844
Kannamangala,3 BHK,1536.0,3.0,107.0,3,6966,0.13375060737308983
Koramangala,3 BHK,1710.0,3.0,210.0,3,12280,1.6512855509155808
JP Nagar,3 BHK,2400.0,3.0,196.0,3,8166,0.4764382122377848
Electronic City,2 BHK,1342.0,2.0,72.0,2,5365,-0.3234517721172241
other,3 BHK,1600.0,3.0,130.0,3,8125,0.4647297190715744
Kanakapura,1 BHK,938.0,1.0,50.0,1,5330,-0.333446827259111
Budigere,3 BHK,1820.0,3.0,99.0,3,5439,-0.30231936981723456
Bhoganhalli,4 BHK,2439.0,4.0,170.0,4,6970,0.1348928993893055
Kanakpura Road,3 BHK,1665.0,3.0,78.0,3,4684,-0.5179269878779384
Basavangudi,3 BHK,1850.0,3.0,150.0,3,8108,0.4598749780026579
Bommanahalli,2 BHK,1091.0,2.0,40.0,2,3666,-0.8086403060048214
Sarjapur  Road,2 BHK,1346.0,2.0,74.03,2,5500,-0.2848994165699459
Rajaji Nagar,3 BHK,1720.0,3.0,224.0,3,13023,1.8634662929276378
Brookefield,4 Bedroom,3675.0,4.0,176.0,4,4789,-0.4879418224522777
JP Nagar,2 BHK,1060.0,2.0,33.95,2,3202,-0.9411461798858368
Whitefield,2 BHK,1059.0,2.0,57.0,2,5382,-0.31859703104830756
Hebbal,2 BHK,1299.0,2.0,97.0,2,7467,0.27682268240409996
Yelahanka,3 BHK,1491.0,3.0,85.0,3,5700,-0.22778481575916337
Basaveshwara Nagar,2 BHK,1200.0,2.0,85.0,2,7083,0.1671626488473976
Yelahanka,4 Bedroom,2088.0,5.0,110.0,4,5268,-0.3511523535104536
Hulimavu,1 BHK,581.0,1.0,29.0,1,4991,-0.43025607563338736
other,2 BHK,1296.0,2.0,70.0,2,5401,-0.3131711439712832
other,2 BHK,1125.0,2.0,55.0,2,4888,-0.4596700950509403
Electronic City,3 BHK,1275.0,3.0,70.0,3,5490,-0.287755146610485
Kothanur,2 BHK,1095.0,2.0,55.0,2,5022,-0.42140331250771607
Sarjapur  Road,5 Bedroom,10000.0,4.0,975.0,5,9750,0.9287858506591822
Old Madras Road,2 BHK,1330.0,2.0,74.0,2,5563,-0.2669083173145494
Marathahalli,2 BHK,1135.0,2.0,60.0,2,5286,-0.34601203943748315
Whitefield,1 BHK,516.0,1.0,39.0,1,7558,0.302809825773006
other,2 BHK,1194.0,2.0,51.0,2,4271,-0.6358686385522043
Banaswadi,5 Bedroom,2250.0,5.0,240.0,5,10666,1.1903707223725661
Electronic City,2 BHK,770.0,1.0,38.0,2,4935,-0.44624816386040644
Sarjapur  Road,4 BHK,3930.0,5.0,330.0,4,8396,0.5421200031701847
Chikkalasandra,3 BHK,1355.0,3.0,54.2,3,4000,-0.7132589226508146
Abbigere,8 Bedroom,3000.0,8.0,150.0,8,5000,-0.42768591859690214
Harlur,4 BHK,2569.0,4.0,175.0,4,6811,0.0894867917447334
Hebbal,4 Bedroom,3758.0,4.0,450.0,4,11974,1.5639002116750835
Whitefield,2 BHK,1116.0,2.0,51.91,2,4651,-0.5273508970117176
Bhoganhalli,3 BHK,1707.0,3.0,115.0,3,6736,0.06806881644068996
Sultan Palaya,2 BHK,1070.0,2.0,49.0,2,4579,-0.5479121533035993
Whitefield,4 Bedroom,6000.0,4.0,410.0,4,6833,0.09576939783391947
Tumkur Road,3 BHK,1240.0,2.0,83.0,3,6693,0.05578917726637172
JP Nagar,2 BHK,1300.0,2.0,91.65,2,7050,0.1577387397136185
Ambalipura,2 BHK,1700.0,2.0,76.0,2,4470,-0.5790396107454757
Yeshwanthpur,3 BHK,1383.0,2.0,76.18,3,5508,-0.28261483253751457
other,5 Bedroom,3000.0,4.0,170.0,5,5666,-0.23749429789699641
Electronic City,2 BHK,1200.0,2.0,34.65,2,2887,-1.0311016761628191
Hulimavu,2 BHK,935.0,2.0,45.0,2,4812,-0.48137364335903765
Thigalarapalya,3 BHK,2072.0,4.0,151.0,3,7287,0.22541954167439573
other,4 Bedroom,2200.0,3.0,225.0,4,10227,1.0650041735928986
Jalahalli,1 BHK,615.0,1.0,46.0,1,7479,0.28024955845274696
KR Puram,2 BHK,1116.0,2.0,45.0,2,4032,-0.7041205865210894
Whitefield,3 BHK,1639.0,3.0,107.0,3,6528,0.008669631597476161
Marathahalli,3 BHK,1839.0,3.0,130.0,3,7069,0.1631646267906428
other,2 BHK,1300.0,2.0,63.0,2,4846,-0.47166416122120464
Horamavu Agara,1 BHK,625.0,1.0,27.0,1,4320,-0.6218755613535626
Thanisandra,1 BHK,933.0,1.0,61.0,1,6538,0.011525361638015286
Hosur Road,3 BHK,2289.0,3.0,180.0,3,7863,0.38990959200944936
Ramamurthy Nagar,3 Bedroom,2316.0,3.0,125.0,3,5397,-0.3143134359874989
Electronic City,2 BHK,1005.0,2.0,39.77,2,3957,-0.7255385618251329
Horamavu Agara,2 BHK,1080.0,2.0,38.0,2,3518,-0.8509051106048005
Vishwapriya Layout,2 BHK,910.0,2.0,36.0,2,3956,-0.7258241348291867
Hormavu,2 Bedroom,1200.0,2.0,73.0,2,6083,-0.1184103552065149
Electronic City,2 BHK,1110.0,2.0,39.9,2,3594,-0.829201562296703
Kothanur,2 BHK,1142.0,2.0,56.0,2,4903,-0.45538649999013164
2nd Stage Nagarbhavi,5 Bedroom,4000.0,4.0,240.0,5,6000,-0.14211291454298963
Hormavu,3 Bedroom,1800.0,3.0,204.0,3,11333,1.3808479160765257
AECS Layout,2 BHK,1005.0,2.0,55.0,2,5472,-0.2928954606834554
other,3 BHK,1626.6,3.0,133.0,3,8176,0.47929394227832395
Kothanur,2 BHK,1074.0,2.0,54.0,2,5027,-0.4199754474874465
Basavangudi,2 BHK,1230.0,2.0,80.0,2,6504,0.001815879500182261
Electronic City,2 BHK,660.0,1.0,23.0,2,3484,-0.8606145927426334
other,2 BHK,1007.0,2.0,48.0,2,4766,-0.49451000154551766
other,4 Bedroom,1050.0,6.0,74.0,4,7047,0.15688202070145674
Whitefield,3 BHK,1820.0,3.0,113.0,3,6208,-0.08271372969977583
other,2 BHK,1100.0,2.0,60.0,2,5454,-0.29803577475642584
other,2 Bedroom,1348.0,2.0,100.0,2,7418,0.2628296052054583
Kasavanhalli,2 BHK,1230.0,2.0,66.25,2,5386,-0.3174547390320919
Horamavu Agara,3 BHK,1176.0,2.0,37.62,3,3198,-0.9422884719020524
Uttarahalli,3 BHK,1590.0,3.0,57.0,3,3584,-0.8320572923372422
Frazer Town,2 BHK,1200.0,2.0,78.0,2,6500,0.0006735874839666109
other,2 BHK,1298.0,2.0,65.0,2,5007,-0.42568690756852473
Hosa Road,2 BHK,1161.0,2.0,55.15,2,4750,-0.49907916961038024
other,4 Bedroom,1350.0,4.0,175.0,4,12962,1.846046339680349
other,5 Bedroom,1200.0,5.0,138.0,5,11500,1.4285386077535291
Kothanur,2 BHK,1285.0,2.0,60.0,2,4669,-0.5222105829387471
Electronic City,3 BHK,1644.0,3.0,92.59,3,5631,-0.24748935303888334
Kasavanhalli,3 BHK,1819.0,3.0,150.0,3,8246,0.4992840525620978
1st Phase JP Nagar,2 BHK,1205.0,2.0,85.0,2,7053,0.1585954587257802
Basavangudi,3 BHK,2350.0,3.0,300.0,3,12765,1.7897884578817282
Uttarahalli,2 BHK,1050.0,2.0,42.0,2,4000,-0.7132589226508146
Raja Rajeshwari Nagar,2 BHK,1270.0,2.0,62.0,2,4881,-0.4616691060793177
9th Phase JP Nagar,3 BHK,1240.0,2.0,39.89,3,3216,-0.937148157829082
Jigani,3 BHK,1221.0,3.0,70.0,3,5733,-0.21836090662538427
other,3 BHK,840.0,2.0,35.0,3,4166,-0.6658538039778651
Kanakpura Road,2 BHK,1339.0,2.0,63.0,2,4705,-0.5119299547928063
Thigalarapalya,4 BHK,4303.0,5.0,300.0,4,6971,0.1351784723933594
Haralur Road,2 BHK,1315.0,2.0,85.0,2,6463,-0.00989261366602815
